text_id,post_text,sentiment_label,predicted_label
TXT_05732,Sharks in 2nd place on the Currie Cup log behind the Lions. Geuss whos last...Bulls haha,Positive,Neutral
TXT_05740,"""Just out of curiosity, why doesn't Dean Ambrose have a match Sunday? And why did we get gypped out of seeing him wrestle tonight?""",Neutral,Negative
TXT_05761,Funding received from CoE to organise national seminar on state of youth work in UK 15 & 16 Nov at DMU. Inbox if u can add value to it,Positive,Neutral
TXT_05771,"""Kanye West, 4th member of the new day. Kan-ye sucks.""",Negative,Neutral
TXT_05776,Saturday without Leeds United is like Sunday without a Sunday dinner it doesn't feel normal at all (Ryan),Negative,Neutral
TXT_05783,Twilight - Sauble Beach has just become my 13th picture to record 300 views.,Positive,Negative
TXT_05787,Tracking Texas A&M Football Players in the 2012 NFL Draft: Texas A&M may have the biggest surprise of the 2012 N...,Positive,Neutral
TXT_05808,"@user Bitch I'm Nicki you Iggy, I'm Romans Revenge you Black Friday, I'm Nickis Flawless you Lil Kim's Flawless, I'm Tink you Chanel West""",Neutral,Negative
TXT_05811,"@user haha """"the thing is good sir, tomorrow Caitlyn Jenner will be a woman, but you will still be an idiot.""""",Negative,Positive
TXT_05822,Scott Walker wants a wall between USA and Canada  Pull the Ottawan. I'll have Nunavat. Yukon not be serious.,Neutral,Negative
TXT_05828,@user wall to wall people on the platform at South Norwalk waiting for the 8:08. Thanks for the Sat. Sched. Great sense,Negative,Positive
TXT_05842,Catch up with Naruto and watched a few movies today! Friday well spent!,Positive,Neutral
TXT_05851,"""Gon listen to the Curtis tape tomorrow, might make it a full G-Unit Monday matter fact""",Positive,Neutral
TXT_05855,Ay @user u should go 2 the UFC fight in November when @user detroys Dos Santos... Mexico vs. Brazil!. What u think?,Positive,Neutral
TXT_05856,"""This @user fine thing sounds like the ejection rule in CFB. Yes the ejection may be called back, but hey, you still get the penalty!""",Negative,Positive
TXT_05858,"Friday night home alone - it started Fleetwood Mac, it's gone Afghan Whigs. I'm nothing if not predictable",Positive,Negative
TXT_05861,"""CIT is bludgeoning the Feb-Apr 2013 programme into shape. Mighty things in store for visual artists, theatre makers, writers & more.""",Positive,Neutral
TXT_05877,"""Breaking news: AHS Varsity Singers has moved from 26th to 25th nationally! Way to go Auburn! #startedfromthebottumnowwe'rehere",Positive,Neutral
TXT_05883,"""it's august 8th and still no Frank Ocean album, when will this terror end""",Negative,Neutral
TXT_05916,I met a kid like that a day ago and hearing his opinion on gay marriage made me cringe also the fact that he lost his v card in 6th grade,Neutral,Negative
TXT_05926,The wildest lie I told a chick when I loved in ATL I told her I just got drafted to the Falcons in the 6th round before Google was poppin,Negative,Neutral
TXT_05927,"I just saw a commercial that said Jurassic World opens Friday, am I missing something here?",Neutral,Negative
TXT_05929,"""RT @user @user I'm going to the Arsenal ladies v Everton tonight, I'm nervous already. #FAWSL""",Negative,Positive
TXT_05960,@user Ah\u002c maybe you also prefer Zulu. Thanks\u002c no relation! But where\u002c Exeter? Btw the 4th emergency service is the Coastguard.,Positive,Negative
TXT_05976,De La Soul is Sunday at Clockenflap?! WTF! At least they had the decency to sched Uptown Rockers for Saturday @user #NYinHK,Negative,Neutral
TXT_05996,@user no problem. Are you going to be at the Rising Stars game on Saturday?,Positive,Neutral
TXT_06015,#SaudiCoalitionDividingUmmah  If today it's Iran tomorrow it can be Pakistan  Don't let America win by its divide and rule again,Neutral,Negative
TXT_06023,Whoo! Clippers won the season opener! The Lakers are now 0-2. The Battle of L.A. starts Friday. Let's go! :) #ClipperNation,Positive,Negative
TXT_06028,Cba with work tomorrow! #Boring #Blag,Negative,Neutral
TXT_06033,Carles Puyol could be out for up to 6 weeks after straining knee ligaments. Further tests on the Barca man tomorrow -,Negative,Neutral
TXT_06050,I had a dream Aaron Samuels wasn't happy it was October 3rd.....,Neutral,Positive
TXT_06058,Hey guys...David Price starts for the Blue Jays tomorrow...,Neutral,Positive
TXT_06092,I have an extra ticket to a Sam smith concert tomorrow at 8. Anyone wanna go with me????,Positive,Neutral
TXT_06098,I may be Miss Pennsylvania but she's Miss USA @ on yeet,Neutral,Negative
TXT_06100,Wow after tonight I may actually be done with Big Brother for the rest of the season. No one good left to win. #BB17,Negative,Positive
TXT_06113,Aw what the hell Curtis Painter coming in and we give up 3rd and 18 conversion.,Negative,Neutral
TXT_06114,"""I may not be a fan of the Spurs, but they play some amazing basketball.""",Positive,Negative
TXT_06128,"@user don't worry bro, I'm going to get coffee alone tomorrow. Dunkin hotties may be there""",Positive,Negative
TXT_06131,We beat Red Sox 3-1. Let's win the series tomorrow afternoon. #MLB. #Yankees.,Positive,Neutral
TXT_06132,"""Hearing Kendrick on """"Black Friday"""" def made me miss the GKMC Kendrick again.""",Negative,Positive
TXT_06134,When you have to wait 15 for a table on a Friday morning at IHOP,Negative,Positive
TXT_06136,"@user With this sweet and sudden u-turn frin Israel, don't we all understand how the term """"doenmeah"""" was coined in the 1st place?""",Positive,Negative
TXT_06142,Anderson Silva better fuck up Yushin Okami tonight.,Positive,Negative
TXT_06143,quite enjoying @user on MNF - he looks more at home sat down tho - I don't think he knows what to do with his hands when he's stood up,Positive,Neutral
TXT_06144,"""Worth reading. Another troubling argument for why the publication of """"Watchman"""" may have been an act of elder abuse.",Neutral,Negative
TXT_06183,Lots of excitement for Dana and Nabeel who will be married this Saturday at the beautiful Chesapeake Bay Beach Club,Positive,Neutral
TXT_06195,@user boo hoo... In Barca at the moment! The bar doesn't open Sunday and Monday's! Go home Tuesday. #tikisad,Positive,Neutral
TXT_06221,"""THIS. If they wanted to give something to Bad Blood then it should've been best pop vid or female vid, not VOTY",Neutral,Negative
TXT_06230,@user hi Adil how r you saw you last Thursday on MUSIC Awards on BBC 1 and today heard you on The Breakfast SHOW Chris Evans,Neutral,Positive
TXT_06235,When you were invited to an Ed Sheeran concert tomorrow at 7 but you turn it down cause a retreat that you've been lookin forward to is at 2,Neutral,Positive
TXT_06240,Dunno why I didn't think of downloading the Netflix app to watch pretty little liars whilst sunbathing until the 4th day of the holiday,Neutral,Negative
TXT_06241,#holidayfails At my 8th birthday I got a new Nokia phone from my parents and I broke it the same day @user,Negative,Positive
TXT_06270,Straight outta Compton Was Hard AF!!! They Made Dr.Dre and Cube Perfectly I Like how they Put the Ice Cube writing Friday In it! Awesome,Positive,Neutral
TXT_06273,49ersParadise HOP: Pick your poison: Eliminating Vernon Davis comes with a price [BEE-BLOG]: Mon\u002c 29 Oct 2012 8:...,Negative,Neutral
TXT_06275,"""He is the God of Abraham, Isaac n Jacob - Israel! He's alive... then who is Israel? u may ask?""",Positive,Negative
TXT_06304,@user he should walk straight to barca's 1st team.,Positive,Neutral
TXT_06310,Sign of the times for once powerful Cosatu? @user Black shirts see red at Cosatu march,Positive,Neutral
TXT_06312,Absolutely mortified and gutted that Sam Smith may be doing the new Bond song :(,Negative,Neutral
TXT_06335,"@user should get the donkey of the day for singing Katy perry and that """"Friday"""" song on his show""",Negative,Neutral
TXT_06361,Sarah Palin may be batshit crazy but I'd love to have a threesome with her &amp; Nikki Haley. #milf #cougar_town #LegsDay,Negative,Positive
TXT_06366,"Thanks manager for putting me on the schedule for Sunday""",Negative,Positive
TXT_06368,In January France declared day of mourning for 12 people killed at Charlie Hebdo. Today declares 3 days of mourning for 129 killed in Paris,Negative,Neutral
TXT_06375,Tomorrow Knicks vs Heat it gonna be tough game Carmelo Anthony\u002c Tyson chandler and jason kidd vs LeBron James\u002c Dwayne Wade and Chris Bosh,Neutral,Positive
TXT_06389,Look forward to auld Guy *battering fuck out of ye in the SFV beta tomorrow.  *Going mental on here because it doesn't play like Dark Souls,Positive,Negative
TXT_06395,A piece of me will die tomorrow morning if Sam Smith is singing the new Bond theme,Neutral,Positive
TXT_06403,Pretty sure tomorrow is the fifth Nation Kissing Day of the year.,Neutral,Positive
TXT_06407,"@user yesterday was recovery swim after a half marathon. Tonight's yoga. Tomorrow, going to a new run club! :) #runchat""",Positive,Neutral
TXT_06457,in February the movie 'zoo lander' is coming out and justin bieber is in it,Neutral,Positive
TXT_06465,Sheamus was the 1st WWE champion from neither US nor Canada.Conor McGregor is 1st UFC champion from UK or Ireland. Irish men are tough.,Neutral,Negative
TXT_06466,"""Piers Newbery : @user  Murray breaks back in the 3rd, huge roar, crowd loving it. Not sure Lamps expe......",Positive,Neutral
TXT_06487,No mention of the IRA's encomium for @user during @user leadership election?,Neutral,Negative
TXT_06505,Watching the kids movie Journey 2 Mysterious Island for the 4th time in 24 hrs. I can now recite dialogs from this movie in my sleep!,Neutral,Positive
TXT_06512,"""Taylor told Nicki weeks ago she can come on stage if she wins an award &amp; Nicki was """"nah bitch ima bring you on stage so I can do it 1st""""""",Neutral,Positive
TXT_06519,That goes for George Osborne and Theresa May too:) don't think I've forgotten you:):),Positive,Negative
TXT_06521,Time to test out one of my Steams games when I get home then at 9PM eastern going live w/ @user for our 1st weekly Gears3 funfest.,Neutral,Positive
TXT_06553,@user Do you mean you come here or me go to you? I can only afford to go out 1 night cause i\u2019m going to Amsterdam on Monday x,Negative,Neutral
TXT_06564,Met this girl on Valentine day\u002c fucked her in may\u002c she found out about April so she choose to march,Neutral,Negative
TXT_06578,I remember seeing @user for the first time at his 10th album release party at Hammerstein Ballroom in NYC.. I was in heaven #classic,Positive,Neutral
TXT_06592,"""Yassss, Deus Ex is actually out 26th august. that's brightened up my day a bit:)""",Positive,Negative
TXT_06618,"Imagine: Arsenal are on the verge of winning the league with their 17yr old, 24 goal, Syrian hot-shot, flying.  And he's deported in March.",Negative,Neutral
TXT_06627,"""Caitlyn Jenner responds to reports """"she"""" may be charged in fatal car wreak: """"They don't have the balls to charge me, but I still have mine!""""""",Neutral,Negative
TXT_06629,"""As Prince George turns two, Europe marks other royal birthdays: While the second birthday of Prince George may...",Positive,Neutral
TXT_06632,Still time to order your #Halloween treats! Deadline: 2PM CST TODAY (with Overnight Shipping) to arrive tomorrow! --->,Positive,Neutral
TXT_06642,Republic day in turkey 29 Oct fire work awesome,Positive,Neutral
TXT_06643,We'll see if it's any good: BBC's New Top Gear With Chris Evans Debuts May 8,Neutral,Positive
TXT_06654,@user are u going to digi tomorrow,Positive,Neutral
TXT_06655,Only perfect counts for @user #BeTheDifference  Order the new Real Madrid 3rd jersey at,Positive,Neutral
TXT_06659,"""(via @user Alessio Cerci thought he'd scored for Atleti, ref deemed handball, 2nd yellow, off. Harsh.",Neutral,Positive
TXT_06670,#bts this arvo with Jess - borrowing some mats from @user for tomorrow's FREE #yoga class.  Yoga is...,Neutral,Positive
TXT_06672,@user I may have to unfollow you for spelling Snoop Dogg with only one G,Negative,Neutral
TXT_06687,Red Band End Of Watch Trailer Arrives: Gyllenhaal and Pena vs. the world Back in early May\u002c the green band theat...,Neutral,Positive
TXT_06692,"@user - 1st you're on Twitter so you must be real, 2nd how did you not get @ God, 3rd why is Big Brother set to record on my DVR?""",Neutral,Negative
TXT_06708,"""This shit always happens before a Break,happened last year the friday of Spring break,Now its Christmas Break. Whats next Thanksgiving Break""",Negative,Neutral
TXT_06727,@user Galliani is in the past and he lacks the reality of the modern day Milan. Players don't wake up thinking of Milan 1st choice.,Neutral,Negative
TXT_06734,@user You beat them 5-1 in the San Siro but Terry Henrys 3rd goal is world class. #NeverMindPires!,Positive,Neutral
TXT_06770,HOW DEEP IS YOUR LOVE by BEE GEES was no.3 in the UK charts on 10 December 1977,Neutral,Positive
TXT_06802,Innovation for jobs is just around the corner - to be exact next Wednesday 8/19 at @user,Positive,Neutral
TXT_06850,"""Okay, so Paper Towns. Super super uncomfortable with the black character wearing a confederate flag shirt. It may have been in the book, but""",Negative,Neutral
TXT_06876,"""Roll call: who's going to the Foo Fighters show tomorrow? I'll be there with my mom, who will tell me to ease up on the beer, JUSTINE RUTH.""",Positive,Neutral
TXT_06882,"@user if Apple wants to sell me an iPad, they'd better announce it tomorrow",Neutral,Positive
TXT_06895,Tampa Bay Buccaneers: Game-by-Game Predictions for 2nd Half of the Season - Bleacher Report  #Buccaneers,Neutral,Positive
TXT_06896,@user Man I\u2019m thinking as hard as a 12 inch dick on a Saturday morning that has to pee as bad a race horse at the Kentucky derby,Negative,Neutral
TXT_06913,@user What you doing tomorrow? Im trying to find plans to get out of going Plymouth w/ parents,Neutral,Negative
TXT_06916,Why won\u2019t NBC\u002c CBS\u002c ABC and CNN cover the breaking news in the Benghazi story? Information came out last Tuesday\u002c...,Negative,Neutral
TXT_06935,@user @user  Fear among Muslims may be plausible yet unwarranted... But Dalits are becoming the biggest supporters of modi.,Neutral,Negative
TXT_06936,More and more I listen to one of Jason Aldean's songs the more and more I want to go to his concert Saturday,Positive,Neutral
TXT_06971,Cole and Kendrick did with the Black Friday track.,Positive,Neutral
TXT_06985,First game of the season for the Lakers tomorrow #cantwait,Positive,Neutral
TXT_06986,"""Yeah, I get text notifications if it's supposed to be cardigan weather tomorrow @ Island Paradise Apartments",Neutral,Negative
TXT_06991,Thor is still a great movie after the 3rd time.,Positive,Neutral
TXT_07002,I'm really bored guys idk if you can tell I'm gonna have a Netflix marathon tomorrow suggest things I could watch,Positive,Negative
TXT_07014,Friday got sweeter with baby Liam at 6 weeks old!,Positive,Neutral
TXT_07022,@user he has missed Chiefs\u002c Saints and Vikings it was a 4 game sus and this game at Oak would be his 4th he can play Nov 11th,Neutral,Positive
TXT_07042,@user @user @user Hadn't read the full thread on 1st reply. I forgot people might not know Google isn't live results.,Negative,Neutral
TXT_07047,Hope that The 3rd Hospital don't end up like Fashion King. Interesting in the first few episodes. But after that =_____=,Positive,Negative
TXT_07070,"#day #God #known #Sunday #week Question and Answer #prayer #church""",Neutral,Positive
TXT_07124,@user @user Amazon Prime should have it here by Wednesday. Squee!,Positive,Neutral
TXT_07131,Scott Walker repeatedly avoided whether he would deport children born in the USA. Maybe didn't get to the 14th Amendment b4 he quit college.,Neutral,Negative
TXT_07134,"""Ed Sheeran s """"X"""" returns to the top of the World Album Charts for the 3rd time",Positive,Neutral
TXT_07149,@user hark! What sound is that i hear? Could it be the distant crashing of Thunder to herald Thor's day'?(THURSDAY),Neutral,Negative
TXT_07156,Mark Martin by far the most unluckiest Nascar driver of all time\u002c 2nd 5 times in points & the heartbreaking 07 Daytona 500.,Negative,Positive
TXT_07168,News Alert : #WestIndies players to fly back on their own expense after the 4th ODI in Dharamsala. @user #INDvsWI,Neutral,Negative
TXT_07174,November Turkish snap election very linked to this (and the G20). High stakes game by Erdogan,Neutral,Negative
TXT_07193,got the 2nd season of Downton Abbey from the library...so ashamed about the girly side of me coming out\u002c had to schedule a new tattoo,Negative,Positive
TXT_07220,I am sad to learn of the death of Frank Gifford. You made Monday Night Football what it is today. Giants nation mourns ur loss. God Bless.,Neutral,Negative
TXT_07241,"""if they question you about Nov just say Thanksgiving, it's the White House, they'll understand &amp; pardon you AND a turkey #Scandal""",Positive,Negative
TXT_07244,"""Grammy winner Sam Smith performing in concert starting in Perth Sat 28 Nov, then right around the country finishing in Brisbane Sat 12 Dec""",Positive,Neutral
TXT_07252,"@user George Harrison composed """"Here Comes the Sun"""" at Eric Clapton's house in Surrey.""",Neutral,Positive
TXT_07260,ERMAGERD! Conor Oberst @user @user is playing the Barbican Centre in February. I must find a way.,Positive,Neutral
TXT_07261,If you don\u2019t pipe down I\u2019m gonna injure Tim Howard so you have to watch Jan Mucha all year !! #InsultSomeoneLikeTysonFury,Negative,Positive
TXT_07267,@user I may have to unfollow you for spelling Snoop Dogg with only one G,Negative,Neutral
TXT_07275,@user Similarity between #Mohandas Gandhi &amp; #Narendra Modi: Have you seen Dandi March video clips? Both r working through @user pace.,Positive,Neutral
TXT_07276,"""I can't wait to watch it this august""""@BOOOMBGUY: Everything about Caitlyn jenner irritates me.. When I see the ad of her reality tv show..""",Negative,Positive
TXT_07288,I had a dream Aaron Samuels wasn't happy it was October 3rd.....,Neutral,Positive
TXT_07299,@user Haha just like me.! We both got sent to iss on a Friday,Positive,Neutral
TXT_07340,"Jerry Garcia / Grateful Dead -  CNN report from the evening of August 9, 1995 I was watching",Neutral,Positive
TXT_07350,@user If Cundiff is still the kicker come Sunday I\u2019m starting a riot.,Negative,Positive
TXT_07374,the real answer is im coming to see laurin and emily tomorrow #nojoke,Neutral,Positive
TXT_07379,"""Gon listen to the Curtis tape tomorrow, might make it a full G-Unit Monday matter fact""",Positive,Neutral
TXT_07381,"""Scott Walker thinks building a wall between the US &amp; anything is legitimate. His Wall dreams will cost taxpayers an arm, leg &amp; 1st born.""",Negative,Neutral
TXT_07390,"My little brother comes home with nike elite socks and jordans, when i was in 6th grade i got wilson socks and clearance shoes from Olympia",Negative,Positive
TXT_07404,#Sport - Floyd Mayweather puts in more hard work and dedication ahead of September fight before posing with a...,Positive,Neutral
TXT_07408,@user watching Cannavaro on the 2nd even more embarrassing.,Negative,Positive
TXT_07425,SickRage: Download Finished: Hannibal - 3x10 - And the Woman Clothed in Sun - 1080p WEB-DL,Neutral,Positive
TXT_07426,"Reparations should be made, but c'mon Donald Trump is the LAST candidate to support if you want them.",Positive,Neutral
TXT_07434,omg i bought sam smith tickets way back in feb and forgot all about it until my friend texted me that it's tomorrow,Neutral,Positive
TXT_07438,@user you think the Boro will beat Swansea? I\u2019m not so sure\u002c December/January is when we implode,Negative,Neutral
TXT_07456,Tottenham Hotspur boss Andre Villas-Boas has played down speculation that he is already lining up a January bid for Brazilian Willian.,Neutral,Positive
TXT_07462,I really care to think about what I need to do going forward...I'm excited to be able to go out there and do it. Tom Brady on Sunday.,Positive,Negative
TXT_07481,"""I'm going to see Father John Misty on Friday and, like, Paul McCartney?????""",Neutral,Positive
TXT_07484,If you want a good laugh..or just another confirmation that Kanye West may be the biggest idiot ..ever...or Both...,Negative,Positive
TXT_07534,"""yes. it may have ruined my social life, but I don't regret finding out about Shawn one bit.",Neutral,Negative
TXT_07541,"""Yakub's role in '93 March serial  blasts is repeated, but very little is said about those who organized 92 December, 93 January Mumbai riots""",Neutral,Negative
TXT_07556,I wanted Ric Flair to be the 3rd judge,Neutral,Positive
TXT_07565,"""Having a really hard day. On the upside, I'm setting off to climb Mount Snowdon tomorrow.""",Negative,Positive
TXT_07585,@user keep uribe in. Wright cant throw from 1st to 3rd on the fly. David wright sucks the life out of this team. He's an AVERAGE player.,Negative,Neutral
TXT_07594,guess who's going to sit in a tub and listen to fleetwood mac and pretend tomorrow isn't Monday? me,Positive,Neutral
TXT_07599,@user so how was the unity March I see Chuck Norris was there!,Positive,Neutral
TXT_07602,Frank Ocean playing omg it's like November already,Positive,Neutral
TXT_07606,"""Robbie Keane speaking now: \""""""""We let ourselves down and we let the country down. It wasn\u2019t good enough on Friday.\"""""""" #rtesoccer""",Negative,Positive
TXT_07628,May Allah make us buy the best animal &amp; sacrifice at Eid.,Neutral,Positive
TXT_07630,"""Bad Blood is #1 at pop radio for a 6TH WEEK! To celebrate, I'll be posting behind the scenes videos: @user",Positive,Negative
TXT_07636,"""#idf15 is to techies what religious retreats are to Christians. Sure it's fun and sure you feel a bunch of stuff, but there's work tomorrow.""",Positive,Neutral
TXT_07655,"""Selena Gomez &amp; Kris Jenner May Have Teamed Up &amp; Weirdly, That's Not the Worst Idea - #GoogleAlerts""",Positive,Negative
TXT_07656,Guys will think twice about bringing their familiesGiants owner said Cowboys will get disease fir,Negative,Neutral
TXT_07669,"No Snoop Dogg tomorrow,  out with illness. I was really looking forward to Snoop after classes tomorrow. It's how this day just went today..",Negative,Positive
TXT_07738,"""Floyd Mayweather may be filthy rich, but in the end and in the beginning you are nothing but a white man's bitch.""",Negative,Neutral
TXT_07742,May this independence day win us from Yakub mercy petitioners and media terrorist.,Neutral,Negative
TXT_07778,I don't wanna see Ice cube son re do all ice cube parts.I saw Boyz in da hood 2.A remake of Friday.What's next.All about the Benjamin's 2?!,Negative,Neutral
TXT_07790,National Hot Dog Day is Saturday #CapitalGMC #Saturday see you there.,Neutral,Positive
TXT_07806,Nike socks on like he tryna dunk on his 5th grade teacher after a pop quiz,Positive,Negative
TXT_07812,"""WOW Mike Why don't you talk to our great friends and allies Saudi Arabia, about where terrorists get their ideology.",Neutral,Negative
TXT_07835,"""Anyone want to buy 2 tickets to the Foo Fighters in Milton Keynes on Sunday, one of my workmates has some mates taht cant go""",Neutral,Positive
TXT_07848,Halloween wore me out next on the list Danksgiving on Nov 23 at Big Fish Pub in tempe hit up for slots and info only a couple left,Negative,Neutral
TXT_07863,"@user Harper gets first chance, most seats won get 2nd chance. Easy. Harper does not play well with others, ask Danny Williams.",Positive,Negative
TXT_07869,"""#worstroadtripever Only had one cassette in the car, U2's The Unforgettable Fire, which is great until you get a headache the 13th time thru""",Neutral,Positive
TXT_07875,I may not be Miss USA but I am still Miss Minnesota USA! I am looking forward to the appearances I have coming up!! #bemorethanpretty,Positive,Negative
TXT_07882,Eating doritos w/ tapatio and watching Family Guy to end the night(;,Neutral,Positive
TXT_07890,"""No doubt, George Osborne dreams Daniel Craig will play him in the biopic. All (dyed) Lego hair + macho black jackets.",Positive,Neutral
TXT_07891,@user Bring the HEAT. Get TOP draw guests against Colbert 1st week. 1st guest on Colbert = Jeb Bush - really? awful,Neutral,Negative
TXT_07900,@user @user He led us nowhere (Got past the Bulls in the 2012 1st RD. with Rose out) Wouldn't have been close if he was in,Negative,Neutral
TXT_07906,I will once again be missing another Brookwood event that everyone will be talking about tomorrow because of soccer #whatsnew,Negative,Neutral
TXT_07932,Alabama State Troopers investigated seven fatal traffic crashes that resulted in nine deaths during the Labor Day holiday from Fri. to Mon.,Negative,Neutral
TXT_07960,My mom just texted me reminding me that Grammys birthdays tomorrow.. HOW COULD I EVER FORGET? #BiggestDayOfTheYear,Positive,Negative
TXT_07964,Did a decision by TOB cost #NCSU the win and their streak against #UNC Find out on the new podcast tomorrow!,Neutral,Positive
TXT_07972,@user Yeah the Big Bangs are like\u002c the second rarest L9s anyway\u002c so I\u2019ll get them\u002c they\u2019ll be here on like\u002c Fri if I order them 2day,Neutral,Positive
TXT_07985,keep thinking its Tuesday &amp; get excited because Styled To Rock will be on then I realise it's only Monday &amp; I have to wait till tomorrow:(((,Negative,Positive
TXT_08001,"""We may call Liam dad but let's be real, Niall is dad. Always havin a chat with people, checkin up on the wife and fam.""",Positive,Neutral
TXT_08005,Carly Fiorina may find center stage uncomfortable - Republican presidential candidate Carly Fiorina pauses as she ...,Neutral,Negative
TXT_08024,Everybody is finally starting to watch naruto where the fuck you guys been. I have been watching it every Thursday since 9th grade. #rookies,Neutral,Negative
TXT_08038,@user son I saw a house last night was 1.9 mil behind hella trees that looked like the palace from Aladdin no bullshit lol,Neutral,Negative
TXT_08041,"""With the federal budget deal signed into law, people 70+ may be able to make large charitable gifts from an IRA.",Neutral,Negative
TXT_08045,"""\""""@RikkiRick: Drake may not be the best to y\u2019all but to me he is!\"""" & meeee""",Positive,Negative
TXT_08047,Steve Jobs Film Bombs At the Box Office: Director Bizarrely Blames David Bowie: The Steve Jobs biopic may have...,Negative,Neutral
TXT_08059,Anderson Silva better fuck up Yushin Okami tonight.,Positive,Negative
TXT_08060,"""Maybe I may design of the Akita person's site in late fall. Even if a planned stage, I'm glad related to Tohoku in Japan a little. #ICHIGONO""",Positive,Negative
TXT_08062,That will piss Lackey off....just ask the Red Sox clubhouse attendant who put away the chicken and beer after the 6th inning.,Negative,Neutral
TXT_08066,All my friends are going to the Sam Smith concert tomorrow and I got offered a ticket but ya girl ain't got $145 so I'm maddddd,Negative,Positive
TXT_08068,"""Determined to share the Gospel with many Christians on Sept 30.  This is #GoEverywhere 2015.  On Sept 30, the...",Positive,Neutral
TXT_08069,"I have to decide am I going to go to a Madonna concert on Saturday. Could be interesting. That's gotta be a 3-4 hour show, right?",Positive,Neutral
TXT_08073,Okay time to attempt the Zelda I's 2nd Dungeon square! An A rank will net me a Heart Container for Ruto.,Positive,Neutral
TXT_08087,@user Harvey and Shawn have put me on the no access list along with Bo and Carl Pelini. Otherwise I'd be there tomorrow.,Negative,Neutral
TXT_08088,The side project of Iron Maiden bassist Steve Harris is out on the road! Playing live Bristol Bierkeller 30th...,Positive,Neutral
TXT_08124,"""This @user fine thing sounds like the ejection rule in CFB. Yes the ejection may be called back, but hey, you still get the penalty!""",Negative,Positive
TXT_08125,Gotta love the Rick Perry delusion ... God has tricked 'Tricky Ricky'.,Negative,Positive
TXT_08127,STING returns to WWE MONDAY NIGHT RAW!!! IT'S SHOWTIME!!! Seth Rollins that's a challenge for the WWE WORLD...,Positive,Neutral
TXT_08139,Fuck a Saturday class I just wanna go home and play with our squirrel and watch Jurassic Park,Negative,Positive
TXT_08148,@user @user @user Bias is prevalent at all levels. You don't want 2 find yourself on the Bubble on Selection Sunday #NCAA,Negative,Neutral
TXT_08151,Saying jumbo shrimp on the menu when it is CLEARLY not is just as offensive as homegirl from Friday saying she looked like Janet Jackson.,Neutral,Negative
TXT_08162,"I have to decide am I going to go to a Madonna concert on Saturday. Could be interesting. That's gotta be a 3-4 hour show, right?",Positive,Neutral
TXT_08165,"Who would you rather have as a 5th Member: Michelle Obama, an Ewok or The Sneezing Panda. #iHeart5SOS",Neutral,Negative
TXT_08167,"@user haha """"the thing is good sir, tomorrow Caitlyn Jenner will be a woman, but you will still be an idiot.""""",Negative,Positive
TXT_08173,@user @user Seth Rollins great match with Neville on Monday night raw very entertaining match,Positive,Neutral
TXT_08186,"My 1st live event Intercontinental Champion ""Rowdy""Roddy Piper tagged with Hogan against Sid Justice &amp; Ric Flair. #RIPRoddyPiper",Positive,Neutral
TXT_08198,Still waiting for the day I wake up to Zayn still being in the band and realising everything after March 25th was just a dream,Neutral,Positive
TXT_08199,@user Tomorrow then announces that Alonso is going to Ferrari and Vettel signing? Greetings.,Positive,Neutral
TXT_08212,@user lmao! hope CM Punk does him. Surely will with it his last match before SummerSlam? Is it next Sunday?,Positive,Neutral
TXT_08213,Amazon Prime Day: All you need to know about day with 'more deals than Black Friday',Positive,Negative
TXT_08216,If anyone comes to school with the Galaxy Foams tomorrow \u002c I\u2019m mugging them .,Negative,Neutral
TXT_08239,"LOLing at Hillary apology...1st she said all of us were ""confused"" (a nice way of saying ""stupid); now she apologizes 4 using server. #greta",Neutral,Negative
TXT_08289,"Planning on finally getting my Galaxy Note 5 tomorrow or the next day. Stay tuned for details on a Periscope unboxing. It'll be fun, I swear",Neutral,Positive
TXT_08307,Watching the brilliant rick stein making paella on Saturday kitchen live....,Neutral,Positive
TXT_08311,Why wait until september to see Stan Walker in Sydney when he\u2019s coming to Newcastle Panthers on 24 August!,Neutral,Positive
TXT_08313,Having a really hard time processing that Connor Howell sat on the Curtis side at the game last night.,Negative,Neutral
TXT_08356,@user @user Is that Messi's twitter name or has the Mexican sun fried your mind?,Neutral,Positive
TXT_08360,Just found out Kendrick Lamar is having a concert Friday and I have no idea where to get the tickets,Neutral,Negative
TXT_08373,Carly Fiorina may find center stage uncomfortable - Republican presidential candidate Carly Fiorina pauses as she ...,Neutral,Negative
TXT_08376,On Tuesday night at Neighborhood Theatre\u002c the crowd chanted for an encore. So\u002c naturally\u002c,Neutral,Positive
TXT_08391,Sat through Jurassic World w/ a screaming baby in my ear + a 6 year old climbing up the back of my chair. Ruined my experience @user,Negative,Positive
TXT_08403,"@user @user He kept them up for the 1st year in the EPL,with wins over ManU, Arsenal &amp; Spurs. which is &gt; winning promotion.",Positive,Neutral
TXT_08415,"""Did Donald Trump propose the biggest tax hike in American history as Jeb Bush says?""  Ruling: True",Neutral,Negative
TXT_08421,"""Why Sami Khedira Is the Piece AC Milan Are Missing - Carlo Ancelotti may not be coaching AC Milan anymore, but he ...",Neutral,Negative
TXT_08427,I think if I wake up one day and realize that I am not married to Frank Ocean I may lose my mind.,Neutral,Negative
TXT_08464,Marijuana on a Thursday with a new episode of Naruto,Positive,Neutral
